Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Variant,Variant.1,Variant.2,Corporate:Creator,Corporate:enacting jurisdiction,Corporate:issuing body,Corporate:issuing body.1,Corporate:issuing body.2,Date:creation,Date:begin,Date:end,Identifier:OCLC number,bib,Note:,Note:.1,Note:.2,Note:.3,Note:.4,Note:.5,Note:.6,Note:description,Note:material details,Note:physical description,Note:publication,Person:Creator,Person:author,Person:issuing body,Person:issuing body.1,bibex,FAST Name,FAST Corporate,FAST Conference,FAST Topic,FAST Geographic,FAST Genre
N65537#88,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... Art. 1o. Los trabajadores á estajo de las casas de moneda y apartado de la ciudad federal, estan comprehendidos en el decreto de 1o. de Diciembre de 1824, que trata de los jornaleros de las mismas casas",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1828,1828-01-01,1828-12-31,999389634,b9494678,Title from caption and text,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 2a,Dated and signed at end: México Mayo 20 de 1828. J. I. Pavón,,,,,"Circular communicating a decree issued by the Secretaría de Hacienda under Presidente Guadalupe Victoria, relating to mint employees",text,1 sheet (2 unnumbered pages) ; 21 x 15 cm,Mexico : publisher not identified,,,"Pavón, José Ignacio, 1791-1866","Victoria, Guadalupe, 1786-1843",b94946784,,,,Politics and government,Mexico,History | Sources
N65537#201,Object,,,text,spa  - Spanish; Castilian ,"Acompaño á V. [blank] para su inteligencia y demas efectos consiguientes [blank] ejemplares del Bando que he mandado publicar hoy en esta Capital, haciendo notorio haber prestado el Rey ante el augusto Congreso de las Cortes generales el juramento solemne prevenido por la Constitucion política de la Monarquía Española",Acompaño á U. para su inteligencia y demas efectos consiguientes,Acompaño á Ud. para su inteligencia y demas efectos consiguientes,,,New Spain,"New Spain, Viceroy (1816-1821 : Apodaca)",,,1820,1820-01-01,1820-12-31,1012495286,b9624717,Title from first lines of text,Pages [2]-[4] blank,Dated and type-signed at end: Méjico 29 de Agosto de 1820. Del Venadito,"Special Collections copy with blank completed in manuscript: ""2"" ejemplares del Bando...; signed by Apodaca, with his manuscript flourish; and with manuscript note by an offical in Zacatecas on page [3]",,,,"Circular issued by the viceroy of New Spain, transmitting copies of a broadside decree",text,"1 sheet (4 unnumbered pages) ; 21 x 31 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Apodaca, Juan Ruiz de",,b96247174,,,Wars of Independence (Mexico : 1810-1821),Politics and government,Mexico | New Spain,History | Sources
N65537#81,Object,,,text,spa  - Spanish; Castilian ,"La Regencia del Imperio se ha servido dirigirme el decreto que sigue. La Regencia del Imperio, Gobernadora interina por falta del Emperador, á todos los que las presentes vieren y entendieren, sabed: que la Soberano Junta provisional gubernativa ha decretado lo siguiente ... : Primero. Se suspenden los pasaportes para salir del Imperio, hasta la decisión del Congreso",,,,,Mexico,"Mexico, Soberana Junta Provisional Gubernativa",,,1822,1822-01-01,1822-12-31,991483906,b9465351,Caption and part of text used as title,Document dated and signed at end: México 12 de enero de 1822 ... Herrera,,,,,,Decree relating to passports,text,"1 sheet (3 unnumbered pages) ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",b94653513,,,,Passports | Politics and government,Mexico,
N65537#200,Object,,,text,spa  - Spanish; Castilian ,"Jesus G. Ortega, gobernador constitucional del estado libre de Zacatecas, á sus habitantes, sabed; Que por el Ministerio de Guerra y Marina, se me ha comunicado el decreto que sigue ... Benito Juarez, Presidente constitucional de los Estados-Unidos Mexicanos, á sus habitantes ... he tenido á bien decretar lo siguiente: Art. 1o. Las autoridades civiles y militares de toda la República, y los individuos del Ejército Nacional, vestirán luto por nueve dias",,,,,Mexico,"Mexico, President (1858-1872 : Juárez)","Mexico, Secretaría de Guerra y Marina",,1863,1863-01-01,1863-12-31,1004393052,b9584844,Title from first lines of text,Verso blank,"Dated: Zacatecas, Noviembre 29 de 1863","Type signed: Jesus G. Ortega, Sotero de la Torre",,,,Broadside issued by the governor of Zacatecas transmitting a decree by Benito Juárez ordering nine days of mourning in honor of Ignacio Comonfort,text,1 sheet ; 32 x 22 cm,Zacatecas : publisher not identified,,,"González Ortega, Jesús, 1822-1881","Torre, Sotero de la",b95848447,"Comonfort, Ignacio, 1812-1863",,,Politics and government,Mexico | Zacatecas (Mexico : State),
N65537#82,Object,,,text,spa  - Spanish; Castilian ,"Cumpliendo con lo dispuesto con el art. 3o. de la ley de 4 del corriente, y de acuerdo con los principales tenedores de órdenes espedidas sobre las aduanas marítimas",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1830,1830-01-01,1830-12-31,994212314,b9480318,Title from first lines of text,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,"Dated and signed in type at end: ""México 13 de Marzo de 1830. Mangino.""",,,,,,text,"1 sheet (3 pages) ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Mangino, Rafael, 1788-1837",,b94803183,,,,Customs administration--Law and legislation | Politics and government | Tariff,Mexico,Tables
N65537#83,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... Se prohive la introduccion de seda torcida bajo la pena de comiso",Escmo Sr. Presidente de los Estados Unidos Mexicanos,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1828,1828-01-01,1828-12-31,999388923,b9494671,Title from caption and text,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,Dated and signed at end: México 20 de Mayo de 1828. José Ignacio Pavón,,,,,"Circular communicating a decree issued by the Secretaría de Hacienda under Presidente Guadalupe Victoria, prohibiting the importation of thrown silk",text,1 sheet (1 unnumbered page) ; 21 x 15 cm,Mexico : publisher not identified,,,"Pavón, José Ignacio, 1791-1866","Victoria, Guadalupe, 1786-1843",b94946711,,,,Politics and government | Restraint of trade,Mexico,History | Sources
N65537#84,Object,,,text,spa  - Spanish; Castilian ,El Escmo. Sr. Vice-Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto siguiente .... Art. 1o. Las órdenes ó libranzas emitidas por el gobierno con posterioridad al 21 de noviembre prócsimo pasado se recibirán en todas las aduanas marítimas en pago de toda clase de derechos en proporcion de 60 por 100 en dichas órdenes,Secretaria de Hacienda,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1834,1834-01-01,1834-12-31,995176456,b9483772,At top of sheet: Secretaria de Hacienda,Circular dated and signed at end: México 3 de Enero de 1834. Antonio Garay,,,,,,"Circular issued by the Secretaría de Hacienda under Vice- President Gómez Farías, communicating a decree relating to public finance",text,1 sheet (2 pages) ; 30 x 21 cm,Mexico : publisher not identified,,,"Gómez Farías, Valentín, 1781-1858","Garay, Antonio",b94837727,,,,"Finance, Public | Politics and government | Tariff",Mexico,Sources
N65537#80,Object,,,text,spa  - Spanish; Castilian ,"Jose Maria Tornel y Mendivil, coronel, diputado, gobernador del distrito federal : Por la secretaría de relaciones se me ha comunicado el siguiente decreto ... El presidente de los Estados-Unidos Mexicanos á los habitantes de la república, sabed: que el congreso general ha decretado lo siguiente ... Se autoriza al gobierno por el espacio de dos meses contados desde la publicacion de esta ley, para tomar los bagages necesarios á los cuerpos del ejército permanente y milicias activa y cívica",,,,,Mexico,"Distrito Federal (Mexico), Governor (1828-1829 : Tornel y Mendívil)","Mexico, President (1829 : Guerrero)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",1829,1829-01-01,1829-12-31,1015252560,b9638461,Title from caption and first lines of text,Verso of sheet blank,Circular dated and signed in print at end: Dado en México á 14 de agosto de 1829. José Maria Tornel .,Decree dated: 8 de agosto de 1829. Vicente Guerrero,,,,"Broadside issued by the governor of the Distrito Federal, Tornel y Mendívil, communicating a decree during the administration of President Guerrero, authorizing the government to move military baggage for a period of two months",text,1 sheet ; 31 x 22 cm,Mexico : publisher not identified,,,"Tornel y Mendívil, José María, 1789-1853",,b9638461x,,,,Politics and government,Mexico,History | Sources
N65537#116,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... Se dispensan al Hospital general de S. Pedro Apostol de la ciudad de la Puebla de los Angeles el pago de un mil novecientos sesenta y ocho pesos, cinco reales que han causado de derechos en la Aduana marítima de Veracruz las medicinas que hizo traer de Londres para dicho Hospital su comisario",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1828,1828-01-01,1828-12-31,999391896,b9494763,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,Circular dated and signed at end: México 22 de Mayo de 1828. José Ignacio Pavon,,,,,,"Circular issued by Secretaria de Hacienda communicating a decree calling for reimbursement of 1,978 pesos and 5 reales to the Hospital de San Pedro at Puebla for import duties imposed on medicines brought from London through the port of Veracruz",text,"1 sheet (2 pages) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Pavón, José Ignacio, 1791-1866","Victoria, Guadalupe, 1786-1843",b94947636,,"Hospital de San Pedro (Puebla de Zaragoza, Mexico)",,Hospitals,Puebla de Zaragoza (Mexico),
N65537#115,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados-Unidos Mejicanos se ha servido dirigirme el decreto que sigue ... el congreso general ha decretado lo siguiente. Se autoriza al gobierno para que á los pronunciados en Huetamo, incluso su caudillo el teniente coronel Flores, pueda remitirles la pena en que han incurrido",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1828)","Mexico, President (1824-1829 : Vic.)",1828,1828-01-01,1828-12-31,1003152758,b9578684,Title from first lines of text,At head of sheet: Secretaria de Guerra y Marina. Seccion central,"Circular from the Ministerio de Guerra y Marina transmitting a national decree during the administration of Guadalupe Victoria, authorizing the government to punish the accused at Huetamo, including their leader teniente coronel Flores",Dated and signed at end: Méjico 25 de noviembre de 1828. G. Pedraza,,,,,text,1 sheet ; 30 x 21 cm,Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95786843,,,,Politics and government,Mexico,History | Sources
N65537#114,Object,,,text,spa  - Spanish; Castilian ,El Escmo. Sr. presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Se indulta del delito de desercion á todos los soldados que lo hubieren cometido desde 28 de setiembre de 1821 hasta 31 de julio del presente año,Se indulta del delito de desercion á todos los soldados que lo hubieren cometido desde 28 de setiembre de 1821 hasta 31 de julio del presente año,,,,Mexico,"Mexico, Secretaría de Guerra y Marina","Mexico, President (1829 : Guerrero)",,1829,1829-01-01,1829-12-31,1015252725,b9638464,Title from first lines of text,Pages [2]-[4] blank,"At head of title: Secretaria de Guerra y Marina, Seccion 5a",Decree dated: Dado en el palacio federal de México á 20 de agosto de 1829. Vicente Guerrero. A D. Francisco Moctezuma,Dated and signed at end: México agosto de 1829. Moctezuma,,,"Circular communicating a decree issued during the administration of Presidente Guerrero, offering amnesty to soldiers guity of desertion",text,"1 folded sheet (4 unnumbered pages) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Moctezuma, Francisco, 1772-1837",,b96384645,,,,"Amnesty | Desertion, Military--Law and legislation",Mexico,History | Sources
N65537#113,Object,,,text,spa  - Spanish; Castilian ,"En oficio de 31 de Marzo proxímo pasado dige al comandante general de este estado lo que copio. Habiendo dado cuenta al Presidente con el oficio de V.S. fecha 28 del que finaliza, en que consulta si debe estarse en lo succesivo al soberano decreto de 14 de Octubre de 823, relativo al destino que debe darse á los desertores",Circular,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina",,,1826,1826-01-01,1826-12-31,20345563,b9578890,At head of sheet: Secretaria de Guerra y Marina. Seccion 5a. Circular,Dated: México 6 de Abril de 1826,Signed: Gomez Pedraza,Pages [3]-[4] blank,,,,"Circular relating to military deserters, with reference to soldiers sent to Veracruz due to hostilities at San Juan de Ulúa",text,"1 folded sheet (4 unnumbered pages) ; 21 x 31 cm, folded to 21 x 16 cm",Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95788906,,,,"Desertion, Military | Politics and government",Mexico,History | Sources
N65537#112,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado lo siguiente. En los seis meses siguientes al dia de la publicacion de este decreto en la capital del Estado de Sonora, puede el Godierno en los casos, y con las circunstancias que crea convenientes aplicar indulto",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1827)","Mexico, President (1824-1829 : Vic.)",1826,1826-01-01,1826-12-31,1002311461,b9549434,"At head of sheet: Secretaria de Guerra y Marina, Seccion Central",Title derived from first lines of text,Circular dated and signed at end: México Noviembre 30 de 1826. G. Pedraza,,,,,Circular from the Ministerio de Guerra y Marina transmitting a decree allowing the government to pardon certain crimes stemming from an uprising in Sonora,text,1 sheet (1 unnumbered page) ; 21 x 16 cm,Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95494340,,,,Pardon | Politics and government,Mexico | Sonora (Mexico : State),
N65537#111,Object,,,text,spa  - Spanish; Castilian ,"Jose Maria Avila, presidente del Exmo. Consejo de gobierno del Estado ... Que por el ministerio de justicia, negocios eclesiásticos é instruccion publica, se me ha comunicado el decreto siguiente ... Ignacio Comonfort, presidente sustituto ... Se concede indulto a los individuos de tropa de las clases de sargento abajo, y á los paisanos que en las mismas clases han figurado en las filas de los sublevados con carácter militar",,,,,Mexico,"Zacatecas (Mexico : State), Governor","Mexico, President (1855-1858 : Comonfort)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos",1857,1857-01-01,1857-12-31,1011530388,b9619210,Title from caption and first lines of text,""" ... en México á 5 de Febrero de 1857.--I. Comonfort.--Al C. José María Iglesias ...""",""" ... gobierno del Estado libre de Zacatecas, Febrero 17 de 1857.""","Typesigned at end: José Maria Avila, Jesus Valdes","Special Collections copy signed by Avila and Valdes, with manuscript flourishes",,,"Broadside issued by the state governor of Zacatecas, communicating a decree from interim president Ignacio Comonfort granting a pardon to invidivuals who figured in the troops of the insurgents of rank of sergeant and below",text,1 sheet ; 30 x 21 cm,Zacatecas Mexico : publisher not identified,,,"Avila, José María","Comonfort, Ignacio, 1812-1863 | Iglesias, José María, 1823-1891",b96192100,,,,Pardon | Politics and government,Mexico,
N65537#110,Object,,,text,spa  - Spanish; Castilian ,"El Supremo Poder Ejecutivo me ha dirigido el decreto siguiente. El Supremo Poder Ejecutivo nombrado provisionalmente por el Soberano Congreso Constituyente Mexicano ... No. 85 El Supremo Congreso Constituyente Mexicano, en sesion de este dia, ha decretado lo siguiente. 1o. Los tenedores de papel moneda cambiado ya con arreglo al decreto de 14 de abril ... 2o. El gobierno sacará á pública subasta en el modo que le parezca mas conveniente, y rematará en el mejor postor las fincas rusticas y urbanas de la extinguida Inquisicion y todas las de temporalidades",Circular no. 6,Los tenedores de papel moneda cambiado ya con arreglo al decreto de 14 de abril,Supremo Poder Ejecutivo me ha dirigido el decreto siguiente,,Mexico,"Mexico, Secretaría de Hacienda","Mexico, Supremo Poder Ejecutivo (1823-1824)",,1823,1823-01-01,1823-12-31,37962601,b9501803,Page [4] blank,Circular dated and type-signed at end: México 21 de Mayo de 1823 ... Arrillaga,Title from first lines of text,In upper left corner: Circular. Ministerio de Hacienda. No. 6,,,,"Circular communicatig a decree relating to the acceptance of paper money, properly changed according to the law of 14 April, to pay for up to one-sixth of customs duties, and the plan to sell at public auction the real estate of the Inquisition",text,1 sheet (4 unnumbered pages) ; 30 x 22 cm,Mexico : publisher not identified,,,"Arrillaga, Francisco de",,b95018037,,,,Inquisition | Paper money | Politics and government | Secularization,Mexico,History | Sources
N65537#109,Object,,,text,spa  - Spanish; Castilian ,"El Presidente de la República se ha servido dirigirme el decreto que sigue ... Porfirio Diaz, Presidente constitucional ... he tenido á bien decretar lo siguiente ... se concede privilegio exclusivo por diez años al Sr. Guillermo Fitzmaurice, por el aparato de su invencion que denomina: Denunciador eléctrico de ladrones",,,,,Mexico,"Mexico, Secretaría de Fomento, Colonización e Industria","Mexico, President (1884-1911 : Díaz)","Mexico, Congreso",1889,1889-01-01,1889-12-31,1004566622,b9585978,Title from first lines of text,"At head of sheet: Secretaria de Fomento, Colonizacion, Industria y Comercio de la República Mexicana. Mexico. Seccion 2a",Signed in print: M. Fernández,Verso of sheet blank,Dated: México. Junio 4 de 1889,,,"Decree issued by the Secretaria de Fomento during the administration of Porfirio Díaz, granting a ten year exclusive patent to Guillermo Fitzmaurice for his electric burglar alarm invention",text,1 sheet ; 34 x 22 cm,Mexico : publisher not identified,,,"Fernández Leal, Manuel, 1831-1909",,b95859780,,,,Burglar alarms | Politics and government,Mexico | Mexico City (Mexico),
N65537#108,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier Venégas de Saavedra ... Virey, Gobernador y Capitan general de esta N.E. ... Sin embargo de que en 12 de Enero último mandé publicar, como se verificó en esta Capital y en todo el Reyno, el Bando que promulgo en San Juan del Rio el Sr. Brigadier D. Felix Calleja concediendo indulto á los Reos de la insureccion","Sin embargo de que en 12 de Enero último mandé publicar, como se verificó en esta Capital y en todo el Reyno, el Bando que promulgo en San Juan del Rio el Sr. Brigadier D. Felix Calleja concediendo indulto á los Reos de la insureccion",,,,New Spain,"New Spain, Viceroy (1810-1813 : Venegas)","Spain, Consejo de Regencia",,1811,1811-01-01,1811-12-31,1007744242,b9605927,Title from first lines of text,Text printed in two columns. Printed on blue paper,Signed at end of column 2: Dado en el Real Palacio de México á 11 de Febrero de 1811. Francisco Xavier Venégas,Verso of sheet with revenue stamp of Charles IV,Special Collections copy signed by Josef Ignacio Negreyros y Soria (manuscript) and Viceroy Venégas (manuscript flourish),,,"Broadside issued by Viceroy Venégas of New Spain, communicating a royal decree issued on October 15, 1810 by the Spanish Regency in the name of Ferdinand VII. Approximately half the text (column 2) comprises Venegas comments describing the insurrection led by Hidalgo and Allende",text,1 sheet ; 43 x 31 cm,Mexico : publisher not identified,,,"Venegas, Francisco Xavier, 1760-1838",,b96059278,"Hidalgo y Costilla, Miguel, 1753-1811",,Napoleonic Conquest of Spain (1808-1813) | Wars of Independence (Mexico : 1810-1821),"Government, Resistance to | Insurgency | Politics and government",Mexico | Spain,History
N65537#107,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado lo siguiente. En la plana mayor de los cuerpos de la milicia permanente de infantería y arillería, se establerá un tambor mayor en lugar del corneta de igual clase, y dos tambores en las compañias de fusileros, en lugar de los cornetas de dichas compañias",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1828)","Mexico, President (1824-1829 : Vic.)",1828,1828-01-01,1828-12-31,1002306632,b9545387,Title from first lines of text,At head of page [1]: Secretaria de Guerra y Marina. Seccion 5a,"Circular from the Ministerio de Guerra y Marina transmitting a national decree during the administration of Guadalupe Victoria, ordering that drums replace bugles for certain military bands",Dated and signed at end: México Marzo 28 de 1828. G. Pedraza,Final [3] pages blank,,,,text,"1 folded sheet (4 unnumbered pages) ; 21 x 31 cm, folded to 21 x 16 cm",Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95453878,,,,Bands (Music) | Politics and government,Mexico,
N65537#106,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier de Lizana y Beaumont, por la gracia de Dios y de la Santa Sede Apostólica Arzobispo de México ... Virrey, Gobernador y Capitan general de esta Nueva España ... : El Exmo. Señor don Martin de Garay, Secretario de la Suprema Junta central gubernativa ... me ha comunicado la siguiente Real Orden ... El pueblo Español debe salir de esta sangrienta lucha con la certeza de dexar á su posteridad una herencia de prosperidad y de gloria digna de sus prodigiosos esfuerzos y de la sangre que vierte ... Queriendo, pues, el Rey nuestro Señor D. Fernando VII, y en su Real nombre la Junta Suprema Gubernativa del Reyno ... ha decretado lo que sigue ... Que se restablezca la representacion legal y conocida de la Monarquía en sus antiguas Cortes","Exmo. Señor don Martin de Garay, Secretario de la Suprema Junta central gubernativa ... me ha comunicado la siguiente Real Orden",Que se restablezca la representacion legal y conocida de la Monarquía en sus antiguas Cortes,,,New Spain,"New Spain, Viceroy (1809-1810 : Lizana y Beaumont)",,,1809,1809-01-01,1809-12-31,21584824,b9626787,Title from first lines of text,"Dated and signed in print: Dado en México á 14 [""14"" in ms.] de agosto de 1809. El Arzobispo Virrey","Special Collections copy signed by Josef Ignacio Negreyros y Soria, and by Lizana y Beaumont (with his manuscript flourish)",,,,,"Broadside issued by the viceroy of New Spain communicating a royal order during the Napoleonic conquest while Ferdinand VII was kept under guard in France, consolidating the monarchy in the wake of the Napoleonic invasion",text,1 sheet ; 43 x 31 cm,Mexico : publisher not identified,,,"Lizana y Beaumont, Francisco Javier, 1750-1811",,b96267872,,Spain. Junta Suprema Central Gubernativa del Reino,Napoleonic Conquest of Spain (1808-1813),Politics and government,Mexico | New Spain | Spain,History | Military history | Sources
N65537#105,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Vice-Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto siguiente ... Se declaran vacantes los empleos de Generales de Division que obtenian los españoles D. Pedro Celestino Negrete, D. José Antonio Echavarri, y D. Melchor Alvarez",,,,,Mexico,"Mexico, President (1833 Apr. 1-May 16 : Gómez Farías)","Mexico, Secretaría de Guerra y Marina",,1833,1833-01-01,1833-12-31,1019881300,b9658781,Title from first lines of text,Pages [2]-[4] blank,Dated and type-signed at end: México 3 de Mayo de 1833. Francisco G. de Parada,In upper left of page [1]: Secretaria de Guerra y Marina. Seccion 1a,,,,"Broadside issued by vice president Gómez Farías while effectively serving as president, commmunicating a decree declaring several open General positions in the army previously held by Spaniards",text,"1 sheet (4 unnumbered pages) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Gómez Parada, Francisco","Gómez Farías, Valentín, 1781-1858",b96587817,,,,Politics and government,Mexico,History | Sources
N65537#104,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados Unidos Mexicanos, se ha servido dirigirme el decreto que sigue...Se concede dispensa del artículo decimo octavo de la Ley de 20 de Diciembre de 1827 á D. Bernabé Sanchez y á su hijo D. Ignacio",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores., Departamento del Interior., Sección 1a","Mexico, President (1824-1829 : Vic.)","Mexico, Congreso (1828)",1828,1828-01-01,1828-12-31,987445419,b9418373,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Title from first lines of text,"Circular issued by the Secretaría del Estado communicating a decree by Guadalupe Victoria, excepting Bernabe Sanchez and his son Ignacio, from the eighteenth article of a law of Dec. 20, 1827",Dated and signed at end: México 18 de Abril de 1828. Cañedo,,,,,text,"1 sheet (1 pages) ; 20 x 29 cm, folded to 20 x 15",Mexico : publisher not identified,,,"Cañedo, Juan de Dios, 1786-1850",,b94183739,,,,Politics and government,Mexico,
N65537#103,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados unidos mexicanos me ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado lo siguiente ... el desague de México con todo lo anecso á él, se administrará por ahora, y costeará por el gobierno general",,,,,Mexico,"Mexico, Primera Secretaria de Estado","Mexico, Congreso (1826)",,1826,1826-01-01,1826-12-31,960978682,b9298798,Title from first lines of text,At head of sheet: Primera Secretaria de Estado. Seccion de gobierno,Dated and type signed at end: México Abril 18 de 1826. Sebastian Camacho,,,,,,text,"1 sheet (2 pages) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Camacho, Sebastián, 1791-1847",,b92987989,,,,Drainage | Public works--Management,Mexico City (Mexico),
N65537#102,Object,,,text,spa  - Spanish; Castilian ,"D. Pedro Garibay, Mariscal de Campo de los Reales Exércitos, Virrey, Gobernador y Capitan general de esta Nueva España, Presidente de su Real Audiencia ... : El Señor Don Antonio Porcel, Secretario del Real y Supremo Consejo de Indias, me ha comunicado la Carta acordada del tenor siguiente. El Serenisimo Señor Conde de Floridablanca, Presidente de la Junta Central Suprema de España é Indias, que gobierna á nombre de nuestro Rey y Señor Don Fernando el VII ... Por uniformidad de votos de casi todos los vocales que representan los Reynos de España se hizo la instalacion solemne de la Junta Central del Gobierno de ellos y de los de Indias en el dia de ayer 25 del corriente","Señor Don Antonio Porcel, Secretario del Real y Supremo Consejo de Indias",,,,New Spain,"New Spain, Viceroy (1808-1809 : Garibay)",,,1809,1809-01-01,1809-12-31,1013208524,b9626889,Title from first lines of text,Text printed in two columns,"Dated and signed at the end: Dado en México á 16 [""16"" in ms.] de Marzo de 1809. Pedro Garibay","""La instalacion de esta Suprema Junta es uno de los objetos mas importantes en la actuales circunstancas ... implorando de Dios la pronta restauracion en su Trono de nuestro amado Rey Fernando VII ...""",Special Collections copy signed by Josef Ignacio Negreyros y Soria,,,Broadside issued by the viceroy of New Spain communicating a letter relating to the installation of the Junta Suprema Central in Spain while Ferdinand VII was kept under guard in France by Napoleon,text,1 sheet ; 60 x 40 cm,Mexico : publisher not identified,,,"Porcel, Antonio","Garibay, Pedro, 1727-1815",b9626889x,,Spain. Junta Suprema Central Gubernativa del Reino,Napoleonic Conquest of Spain (1808-1813),Politics and government,Mexico | New Spain | Spain,History | Sources
N65537#101,Object,,,text,spa  - Spanish; Castilian ,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... que el congreso ha decretado lo siguiente ... Se asignará por via de congrua al Gobernador de la mitra de Sonora en sede vacante mil quinientos pesos de aumento á la cantidad que gozaba,Ministerio de Justica y Negocios Eclesiasticos,,,,Mexico,"Mexico, Ministerio de Justicia y Negocios Eclesiásticos","Mexico, Congreso",,1827,1827-01-01,1827-12-31,1020502994,b9663815,Title from first lines of text,Signed in print on page [2]: México 19 de Mayo de 1827. R. Arizpe,,,,,,Decree issued by Guadalupe Victoria as president of Mexico directing that the salary of the currently vacant post of gobernador de la mitra de Sonora (governor of the diocese of Sonora) be augmented by 1500 pesos,text,1 sheet (2 unnumbered pages) ; 20 x 15 cm,Mexico : publisher not identified,,,"Ramos Arizpe, Miguel, 1775-1843","Victoria, Guadalupe, 1786-1843",b96638151,,,,Politics and government,Mexico,History | Sources
N65537#100,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados-Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... el Congreso general ha decretado ... se autoriza al gobierno para que pueda emplear para contener el movimiento de Santa Anna, los ausiliares del Bajio",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1828)","Mexico, President (1824-1829 : Vic.)",1828,1828-01-01,1828-12-31,54250800,b9578667,Title from first lines of text,"At head of page [1]: Secretaria de Guerra y Marina, Seccion Central",Circular from the secretary of war transmitting a national decree authorizing the mobilization of auxiliary troops in the Bajío against Santa Anna's forces,Circular dated and signed at end: Méjico 24 de septiembre de 1828. G. Pedraza,Decree dated: 24 de septiembre de 1828,Final [3] pages blank,Special Collections copy lacks integral blank leaf | Special Collections copy with manuscript notes dated 1828 at Leona Vicario (Saltillo),,text,1 folded sheet (4 unnumbered pages) ; 30 cm (fol.),Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95786673,,,,Armed Forces--Mobilization,,Military history
