,bibex,bib,filename,Object Unique ID,Level,file_name,File use,Type of Resource,Language,Language2,Title,Subtitle,Translation,Variant,Variant2,Variant3,Variant4,Corporate:Creator,Corporate:Creator2,Corporate:Creator3,Corporate:Creator4,Corporate:Creator5,Corporate:author,Corporate:enacting jurisdiction,Corporate:issuing boday,Corporate:issuing body,Corporate:issuing body 2,Corporate:issuing body 3,Corporate:printer,Corporate:publisher,Date:creation,Date:production,Identifier:OCLC number,Note:,Note:2,Note:3,Note:4,Note:5,Note:6,Note:7,Note:description,Note:material details,Note:physical description,Note:publication,Note:publication2,Note:table of contents,Person:Creator,Person:Creator2,Person:Creator3,Person:Creator4,Person:Creator5,Person:Creator6,Person:Creator7,Person:Creator8,Person:author,Person:issuing body,Person:issuing body 2,Person:issuing body 3,Person:printer,Person:printer2,Subject:genre,Subject:genre2,Subject:geographic,Subject:topic,Subject:topic2,Unnamed: 63
237,b35605558,b3560555,b35605558_1.tif,N65537#142,Object,,,text,,,"Severo Cosio, gobernador constitucional interino del Estado Libre de Zacatecas ... sabed que, en uso de las amplias facultades conque me hallo investido, he tenido á bien decretar ... Una de las garantías que asegura el Código fundamental de la República es que nadie puede ser obligado á trabajar forzados",,,,,,,Zacatecas (Mexico : State),"Zacatecas (Mexico : State), Governor",,,,,,,,,,,,1863,,,Title from caption and first lines of text,"""... Zacatecas, Marzo 30 de 1863.""","Signed: Severo Cosio, Sotero de la Torre",,,,,,text,1 sheet ([1] page) , 47 x 34 cm,"Zacatecas, Gobierno del Estado de Zacatecas",,,"Cosío, Severo","Torre, Sotero de la",,,,,,,,,,,,,,,,,
238,b35608080,b3560808,b35608080_1.tif,N65537#143,Object,,,text,,,"Honorable Cámara de Diputados : los infrascritos, usando del derecho de peticion reconocido en el artículo 8o de la ley fundamental de la República, respetuosamente exponemos que en nuestro concepto no es opuesta la libertad de cultos á la accion de gracios ... en un dia que señale el poder público",,,,,,,"Mexico, Congreso., Cámara de Diputados",,,,,,,,,,,,,1882,,,Title from caption and first lines of text,"""... México, Diciembre doce de mil ochocientos ochenta y dos ...""",,,,,,,text,1 sheet ([1] page) , 22 x 17 cm,"Mexico, La Cámara?",,,,,,,,,,,,,,,,,,,,,
239,b35608596,b3560859,b35608596_1.tif,N65537#144,Object,,,text,,,"El presidente de la República se ha servido dirigirme ... Manuel Gonzalez, presidente constitucional ... el Congreso de la Union ... Se dispensa del pago del diez por ciento impuesto sobre loterías á la establecida en Veracruz por la Empresa del Ferrocareril de Veracruz á Alvarado y Anton Lizardo",,,,,,,Mexico,"Mexico, President (1880-1884 : González)","Mexico, Secretaría de Hacienda y Crédito Público",,,,,,,,,,,1884,,,Title from first lines of text,"""Dado en el Palacio del Poder Ejecutivo de la Union, en México, á 17 de Mayo de 1884.--Manuel Gonzalez.--Al general Miguel de la Peña, Secretario de Estado y del despacho de Hacienda y Crédito público ...""","""... México, Mayo 17 de 1884.""",Signed: Peña,,,,,text,1 sheet ([1] page) , 35 x 23 cm,"Mexico, Secretaría de Estado y del Despacho de Hacienda y Crédito Público",,,"González, Manuel, 1833-1893","Peña, Miguel de la",,,,,,,,,,,,,,,,,
240,b35608808,b3560880,b35608808_1.tif,N65537#145,Object,,,text,,,"Debiendo el C. Gobernador ejecutar y hacer cumplir las leyes, y siendo una necesidad imperiosa la observancia exacta de la [ley] ... sobre vagancia y mendicidad",,,,,,,Coahuila (Mexico : State),"Coahuila (Mexico : State), Governor",,,,,,,,,,,,1887,,,Title from first lines of text,"""Circular núm. 62.""","""... Saltillo Enero 4 de 1887.""","""Al Presidente Municipal de ...""",Signed with rubric: Constancio de la Garza,,,,text,1 sheet ([1] page) , 33 x 23 cm,"Saltillo, Mexico, Gobierno del Estado de Coahuila de Zaragoza",,,"Garza, Constancio de la",,,,,,,,,,,,,,,,,,
241,b35847499,b3584749,b35847499_1.tif,N65537#146,Object,,,text,,,"Ignacio Romero Vargas, gobernador constitucional del Estado Libre y Soberano de Puebla, a sus habitantes, sabed : que la Asamblea General ha tenido á bien expedir el siguiente decreto: Número 206 ... Se admiten y forman parte de la Constitucion del Estado",,,Constitución política (1875),,,,Puebla (Mexico : State),"Puebla (Mexico : State), Governor","Puebla (Mexico : State), Asamblea General",,,,,,,,,,,1875?,,,Title from caption and first lines of text,"""... Puebla de Zaragoza, octubre 5 de 1875 ...""","Special Collections copy folded and bound with: Reglamento de debates del Ayuntamiento de Puebla de Zaragoza. Puebla [Mexico] : Tip. de J.M. Osorio, 1873",,,,,,text,1 sheet ([1] page) , 40 x 28 cm,"Puebla, Mexico, Tip. Hospicio",,,"Romero Vargas, Ignacio",,,,,,,,,,,,,,,,,,
242,b41034259,b4103425,n,N65537#147,Object,,,text,,,"D. Carlos Francisco de Croix, marquez de Croix ... capitan general del reyno de Nueva España ... superintendente general de Real Hacienda y Ramo de Tabaco de él ... El fraude que se hace en las extraciones de oro y plata que producen las minas de este reyno. pasandole a el de Espana ... sin quintar, ni pagar derechos al rey",,,,,,,New Spain,"New Spain, Real Hacienda",,,,,,,,,,,,1767,,,Title from beginning of text,"Dated and signed at end: Mexico ... Marzo diez y ocho de mil setecientos sesenta y siete. El marquès de Croix. Por mandado de su Exc., Juan ... [illegible] Soria",,,,,,,text,1 sheet ([1] page) , 58 x 43 cm,"México, El Gobierno",,,"Croix, Carlos Francisco de Croix, marqués de, 1699-1786","Soria, Juan",,,,,,,,,,,,,,,,,
243,b41034259,b4103425,b41034259_1.tif,N65537#147,Object,,,text,,,"D. Carlos Francisco de Croix, marquez de Croix ... capitan general del reyno de Nueva España ... superintendente general de Real Hacienda y Ramo de Tabaco de él ... El fraude que se hace en las extraciones de oro y plata que producen las minas de este reyno. pasandole a el de Espana ... sin quintar, ni pagar derechos al rey",,,,,,,New Spain,"New Spain, Real Hacienda",,,,,,,,,,,,1767,,,Title from beginning of text,"Dated and signed at end: Mexico ... Marzo diez y ocho de mil setecientos sesenta y siete. El marquès de Croix. Por mandado de su Exc., Juan ... [illegible] Soria",,,,,,,text,1 sheet ([1] page) , 58 x 43 cm,"México, El Gobierno",,,"Croix, Carlos Francisco de Croix, marqués de, 1699-1786","Soria, Juan",,,,,,,,,,,,,,,,,
244,b41034259,b4103425,b41034259_2.tif,N65537#147,Object,,,text,,,"D. Carlos Francisco de Croix, marquez de Croix ... capitan general del reyno de Nueva España ... superintendente general de Real Hacienda y Ramo de Tabaco de él ... El fraude que se hace en las extraciones de oro y plata que producen las minas de este reyno. pasandole a el de Espana ... sin quintar, ni pagar derechos al rey",,,,,,,New Spain,"New Spain, Real Hacienda",,,,,,,,,,,,1767,,,Title from beginning of text,"Dated and signed at end: Mexico ... Marzo diez y ocho de mil setecientos sesenta y siete. El marquès de Croix. Por mandado de su Exc., Juan ... [illegible] Soria",,,,,,,text,1 sheet ([1] page) , 58 x 43 cm,"México, El Gobierno",,,"Croix, Carlos Francisco de Croix, marqués de, 1699-1786","Soria, Juan",,,,,,,,,,,,,,,,,
245,b48687273,b4868727,b48687273_1.tif,N65537#148,Object,,,text,,,Acta,,,Acta levantada por la guarnición de la Baja California,"Barrett, E.C. Baja California",,,"Baja California (Mexico : Territory), Guarnición",,,,,,,,,,,,,1855,,,Signed: José María Blancarte,Printed on the first printing press in Baja California. The press was brought to La Paz by the military government,,,,,,"A declaration of support for the Plan de Ayutla of March 1854, which called for the ouster of Santa Anna",text,1 sheet , 31 x 22 cm,"Puerto de La Paz, Impr. del Gobierno á cargo de Miguel Fernández Castro",,,"Blancarte, José María","Fernández Castro, Miguel, (1855)",,,,,,,,,,,,,,,,,
246,b57981590,b5798159,n,N65537#149,Object,,,text,,,"D. Joseph de Yturrigaray, caballero profeso de la Orden de Santiago, teniente general de los reales exércitos, virrey , gobernador y capitan general de N. E. ... : Con fecha de 22 de octubre del año próximo anterior me ha comunicado ... la real orden del tenor siguiente",,,Real orden (1803 Oct. 22),,,,"Spain, Sovereign (1788-1808 : Charles IV)","New Spain, Viceroy (1803-1810 : Iturrigaray y Aróstegui)",,,,,,,,,,,,1804,,213487436.0,Title from caption and beginning of text,Dated and signed at end: Dado en México á [20] de abril de 1804. Joseph de Yturrigaray,Printed on fiscal paper,"The king of Spain upgrades the ports of the Californias to ""menores"" or minor ports in order to encourage agriculture and commerce in the region",Special Collections copy countersigned by José Ignacio Negreyros y Soria,,,,text,1 sheet ([1] page) , 43 x 31 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
247,b57981590,b5798159,b57981590_1.tif,N65537#149,Object,,,text,,,"D. Joseph de Yturrigaray, caballero profeso de la Orden de Santiago, teniente general de los reales exércitos, virrey , gobernador y capitan general de N. E. ... : Con fecha de 22 de octubre del año próximo anterior me ha comunicado ... la real orden del tenor siguiente",,,Real orden (1803 Oct. 22),,,,"Spain, Sovereign (1788-1808 : Charles IV)","New Spain, Viceroy (1803-1810 : Iturrigaray y Aróstegui)",,,,,,,,,,,,1804,,213487436.0,Title from caption and beginning of text,Dated and signed at end: Dado en México á [20] de abril de 1804. Joseph de Yturrigaray,Printed on fiscal paper,"The king of Spain upgrades the ports of the Californias to ""menores"" or minor ports in order to encourage agriculture and commerce in the region",Special Collections copy countersigned by José Ignacio Negreyros y Soria,,,,text,1 sheet ([1] page) , 43 x 31 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
248,b57981590,b5798159,b57981590_2.tif,N65537#149,Object,,,text,,,"D. Joseph de Yturrigaray, caballero profeso de la Orden de Santiago, teniente general de los reales exércitos, virrey , gobernador y capitan general de N. E. ... : Con fecha de 22 de octubre del año próximo anterior me ha comunicado ... la real orden del tenor siguiente",,,Real orden (1803 Oct. 22),,,,"Spain, Sovereign (1788-1808 : Charles IV)","New Spain, Viceroy (1803-1810 : Iturrigaray y Aróstegui)",,,,,,,,,,,,1804,,213487436.0,Title from caption and beginning of text,Dated and signed at end: Dado en México á [20] de abril de 1804. Joseph de Yturrigaray,Printed on fiscal paper,"The king of Spain upgrades the ports of the Californias to ""menores"" or minor ports in order to encourage agriculture and commerce in the region",Special Collections copy countersigned by José Ignacio Negreyros y Soria,,,,text,1 sheet ([1] page) , 43 x 31 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
249,b66771638,b6677163,b66771638_1.tif,N65537#150,Object,,,text,,,Soneto,,,,,,,,,,,,,,,,,,,,18--?,,62559914.0,"First three lines: ""Quién sino tú, dulcísima Maria, Libró con mano fuerte al Mexícano, Del acero feróz de su Paisano.""",,,,,,,Broadside with ornate woodcut border illustrated with small woodcut of Our Lady of Guadalupe. Verse in Spanish gives thanks to Guadalupe for the achievement of Mexican Independence,text,[1] page : illustrations , 22 x 16 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
250,b92452383,b9245238,n,N65537#151,Object,,,text,,,"Los nuevos plantíos de café, cacao, viñas y olivos, y la seda, cosechada en el país, quedan libres por diez años de alcabala, diezmo, primicia, y cualquier otro derecho sea cual fuere su denominacion",,,Supremo Poder Ejecutivo me ha dirigido el decreto siguiente,Circular. Núm. 25,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1823,,953267901.0,Title from first lines of decree,"Issued by José Mariano de Michelena, Miguel Dominguez, Vicente Guerrero, and Francisco Arrillaga",Dated: México 12 de Octubre de 1823,"Type-signed: Arrillaga, with manuscript flourish",Printed at top of page [1]: Ministerio de Hacienda. Circular. Núm 25,,,,text,1 sheet (4 unnumbered pages) , 21 x 31 cm,"México, Ministerio de Hacienda",,,,,,,,,,,,"Arrillaga, Francisco de","Michelena, José Mariano de, 1772-1852",,,,,,,,
251,b92452383,b9245238,b92452383_1.tif,N65537#151,Object,,,text,,,"Los nuevos plantíos de café, cacao, viñas y olivos, y la seda, cosechada en el país, quedan libres por diez años de alcabala, diezmo, primicia, y cualquier otro derecho sea cual fuere su denominacion",,,Supremo Poder Ejecutivo me ha dirigido el decreto siguiente,Circular. Núm. 25,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1823,,953267901.0,Title from first lines of decree,"Issued by José Mariano de Michelena, Miguel Dominguez, Vicente Guerrero, and Francisco Arrillaga",Dated: México 12 de Octubre de 1823,"Type-signed: Arrillaga, with manuscript flourish",Printed at top of page [1]: Ministerio de Hacienda. Circular. Núm 25,,,,text,1 sheet (4 unnumbered pages) , 21 x 31 cm,"México, Ministerio de Hacienda",,,,,,,,,,,,"Arrillaga, Francisco de","Michelena, José Mariano de, 1772-1852",,,,,,,,
252,b92452383,b9245238,b92452383_2.tif,N65537#151,Object,,,text,,,"Los nuevos plantíos de café, cacao, viñas y olivos, y la seda, cosechada en el país, quedan libres por diez años de alcabala, diezmo, primicia, y cualquier otro derecho sea cual fuere su denominacion",,,Supremo Poder Ejecutivo me ha dirigido el decreto siguiente,Circular. Núm. 25,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1823,,953267901.0,Title from first lines of decree,"Issued by José Mariano de Michelena, Miguel Dominguez, Vicente Guerrero, and Francisco Arrillaga",Dated: México 12 de Octubre de 1823,"Type-signed: Arrillaga, with manuscript flourish",Printed at top of page [1]: Ministerio de Hacienda. Circular. Núm 25,,,,text,1 sheet (4 unnumbered pages) , 21 x 31 cm,"México, Ministerio de Hacienda",,,,,,,,,,,,"Arrillaga, Francisco de","Michelena, José Mariano de, 1772-1852",,,,,,,,
253,b92452498,b9245249,n,N65537#152,Object,,,text,,,El Ecsmo. Sr. Presidente que solo aspira á abrir las fuentes de la riqueza pública para que la Nacion mexicana llegue al colmo de prosperidad de que es susceptible,,,,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1826,,20087233.0,Title from first lines of text,Dated: México 14 de Junio de 1826,Type signed: Esteva,,,,,"An order calling for a detailed report on agricultural production, for government use in natural resources development",text,1 sheet (2 unnumbered pages) , 21 x 15 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,"Esteva, José Ignacio, 1782-1830",,,,,,,,,,
254,b92452498,b9245249,b92452498_1.tif,N65537#152,Object,,,text,,,El Ecsmo. Sr. Presidente que solo aspira á abrir las fuentes de la riqueza pública para que la Nacion mexicana llegue al colmo de prosperidad de que es susceptible,,,,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1826,,20087233.0,Title from first lines of text,Dated: México 14 de Junio de 1826,Type signed: Esteva,,,,,"An order calling for a detailed report on agricultural production, for government use in natural resources development",text,1 sheet (2 unnumbered pages) , 21 x 15 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,"Esteva, José Ignacio, 1782-1830",,,,,,,,,,
255,b92452498,b9245249,b92452498_2.tif,N65537#152,Object,,,text,,,El Ecsmo. Sr. Presidente que solo aspira á abrir las fuentes de la riqueza pública para que la Nacion mexicana llegue al colmo de prosperidad de que es susceptible,,,,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1826,,20087233.0,Title from first lines of text,Dated: México 14 de Junio de 1826,Type signed: Esteva,,,,,"An order calling for a detailed report on agricultural production, for government use in natural resources development",text,1 sheet (2 unnumbered pages) , 21 x 15 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,"Esteva, José Ignacio, 1782-1830",,,,,,,,,,
256,b92452966,b9245296,b92452966_1.tif,N65537#153,Object,,,text,,,Entre tanto el Gobierno reune datos sobre las existencias de semillas en cada undo de los Partidos del Estado,,,"Jesus G. Ortega, gobernador constitucional del estado libre de Zacatecas, á sus habitantes, sabed",,,,,,,,,,,,,,,,,1863,,953290575.0,Title from opening lines of decree,"Dated: Zacatecas, Octubre 26 de 1863","Type signed: Jesus G. Ortega, Sotero de la Torre",,,,,Decree by the governor of Zacatecas suspending an earlier decree that fixed the price of each fanega of corn at six pesos,text,1 sheet ([1] page) , 35 x 23 cm,"Zacatecas, Gobierno del Estado de Zacatecas",,,,,,,,,,,"González Ortega, Jesús, 1822-1881","Torre, Sotero de la",,,,,,,,,
257,b92453041,b9245304,n,N65537#154,Object,,,text,,,Las viñas y demas plantíos que menciona la ley de 8 de octubre de 1823,,,Escmo. Sr. President de los Estados Unidos Mexicanos se ha servido...la viñas y demas plantíos,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1828,,953292833.0,Title from first articulo of decree,Decree consisted of three articulos issued by the Secretaría de Hacienda communicating an order concerning vineyards,"Dated and type signed at end, with manuscript flourish: México 11 de Febrero de 1828. José Ignacio Pavón",,,,,,text,1 sheet (2 unnumbered pages) , 21 x 31 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,,"Pavón, José Ignacio, 1791-1866",,,,,,,,,
258,b92453041,b9245304,b92453041_1.tif,N65537#154,Object,,,text,,,Las viñas y demas plantíos que menciona la ley de 8 de octubre de 1823,,,Escmo. Sr. President de los Estados Unidos Mexicanos se ha servido...la viñas y demas plantíos,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1828,,953292833.0,Title from first articulo of decree,Decree consisted of three articulos issued by the Secretaría de Hacienda communicating an order concerning vineyards,"Dated and type signed at end, with manuscript flourish: México 11 de Febrero de 1828. José Ignacio Pavón",,,,,,text,1 sheet (2 unnumbered pages) , 21 x 31 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,,"Pavón, José Ignacio, 1791-1866",,,,,,,,,
259,b92453041,b9245304,b92453041_2.tif,N65537#154,Object,,,text,,,Las viñas y demas plantíos que menciona la ley de 8 de octubre de 1823,,,Escmo. Sr. President de los Estados Unidos Mexicanos se ha servido...la viñas y demas plantíos,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1828,,953292833.0,Title from first articulo of decree,Decree consisted of three articulos issued by the Secretaría de Hacienda communicating an order concerning vineyards,"Dated and type signed at end, with manuscript flourish: México 11 de Febrero de 1828. José Ignacio Pavón",,,,,,text,1 sheet (2 unnumbered pages) , 21 x 31 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,,"Pavón, José Ignacio, 1791-1866",,,,,,,,,
260,b92453156,b9245315,b92453156_1.tif,N65537#155,Object,,,text,,,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigime el decreto que sigue...el algodon y lana en cualquiera clase de hilado de fabrica nacional, seran libres de todo derecho",,,,,,,,,,,,,"Mexico, Secretaría de Hacienda",,,,,,,1828,,953294908.0,Signed: México 5 de mayo de 1828. Esteva,At head of title: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,,,,,,Decree relating to taxes on cotton and wool textiles,text,1 sheet ([1] page) , 21 x 16 cm,"Mexico, Secretaría de Hacienda",,,,,,,,,,,"Esteva, José Ignacio, 1782-1830",,,,,,,,,,
261,b92453582,b9245358,b92453582_1.tif,N65537#156,Object,,,text,,,"Cuando el rendimento de un real por cada arroba de grana, que se registro en la capital de Oajaca",,,"Exmo. Sr. presidente de la República se ha servido dirigirme el decreto que sigue: El C. Ignacio Comonfort, presidente de la República Mexicana, á los habitantes de ella, sabed","C. Ignacio Comonfort, presidente de la Republica Mexicana, á los habitantes de ella, sabed",,,,,,,,,"Mexico, Secretaría de Fomento, Colonización, Industria y Comercio",,,,,,,1857,,953305014.0,Title from opening lines of first articulo,"Dated: México, Marzo 23 de 1857",Type signed: M. Siliceo,,,,,Decree comprising four articulos relating to taxation of grain production,text,1 sheet ([1] page) , 33 x 22 cm,"México, Ministerio de Fomento, Colonizacion, Industria y Comercio de la República Mexicana, Seccion 2a",,,,,,,,,,,,"Comonfort, Ignacio, 1812-1863","Siliceo, Manuel",,,,,,,,
262,b92472801,b9247280,n,N65537#157,Object,,,text,,,"Se concede privilegio exclusivo por diez años al Sr. Rafael F. Lanza, por la industria de mejorar el queso comun extrayéndole la mantequilla",,,Presidente de la Republica se ha servido dirigirme el decreto que sigue,,,,,,,,,,"Mexico, Secretaría de Fomento, Colonización e Industria",,,,,,,1889,,953589104.0,"At upper left: Secretaria de Fomento, Colonizacion, Industria y Comercio de la República Mexicana. Seccion 2a","Type signed and dated: Mexico, Febrero 11 de 1889. Pacheco",,,,,,Decree granting a ten-year concession to Rafael F. Lanza for cheese and butter production,text,1 sheet ([1] page) , 35 cm,"México, Secretaría de Fomento, Colonización e Industria",,,,,,,,,,,,"Pacheco, Carlos, 1839-1891","Díaz, Porfirio, 1830-1915",,,,,,,,
263,b92472801,b9247280,b92472801_1.tif,N65537#157,Object,,,text,,,"Se concede privilegio exclusivo por diez años al Sr. Rafael F. Lanza, por la industria de mejorar el queso comun extrayéndole la mantequilla",,,Presidente de la Republica se ha servido dirigirme el decreto que sigue,,,,,,,,,,"Mexico, Secretaría de Fomento, Colonización e Industria",,,,,,,1889,,953589104.0,"At upper left: Secretaria de Fomento, Colonizacion, Industria y Comercio de la República Mexicana. Seccion 2a","Type signed and dated: Mexico, Febrero 11 de 1889. Pacheco",,,,,,Decree granting a ten-year concession to Rafael F. Lanza for cheese and butter production,text,1 sheet ([1] page) , 35 cm,"México, Secretaría de Fomento, Colonización e Industria",,,,,,,,,,,,"Pacheco, Carlos, 1839-1891","Díaz, Porfirio, 1830-1915",,,,,,,,
264,b92472801,b9247280,b92472801_2.tif,N65537#157,Object,,,text,,,"Se concede privilegio exclusivo por diez años al Sr. Rafael F. Lanza, por la industria de mejorar el queso comun extrayéndole la mantequilla",,,Presidente de la Republica se ha servido dirigirme el decreto que sigue,,,,,,,,,,"Mexico, Secretaría de Fomento, Colonización e Industria",,,,,,,1889,,953589104.0,"At upper left: Secretaria de Fomento, Colonizacion, Industria y Comercio de la República Mexicana. Seccion 2a","Type signed and dated: Mexico, Febrero 11 de 1889. Pacheco",,,,,,Decree granting a ten-year concession to Rafael F. Lanza for cheese and butter production,text,1 sheet ([1] page) , 35 cm,"México, Secretaría de Fomento, Colonización e Industria",,,,,,,,,,,,"Pacheco, Carlos, 1839-1891","Díaz, Porfirio, 1830-1915",,,,,,,,
265,b92474123,b9247412,b92474123_1.tif,N65537#158,Object,,,text,,,Estatutos de la Sociedad de Agricultura del Estado de Mexico,,,"Jose Gomez de la Cortina, General de brigada, y gobernador interino del Estado de México",,,,,,,,,Sociedad de Agricultura del Estado de México,,,,,,,,1846,,953623983.0,Caption title from top of first column of text,Type signed at lower left of sheet: José Gomez de la Cortina,"Dated at end: México, á 24 de Agosto de 1846",Text printed in three columns,,,,,text,1 sheet ([1] page) , 66 x 46 cm,"México, publisher not identified",,,,,,,,,,,,"Gómez de la Cortina, José, 1799-1860",,,,,,,,,
266,b92477446,b9247744,b92477446_1.tif,N65537#159,Object,,,text,,,Conocerá del recurso de casacion una sala compuesta de dos magistrados propietarios ó suplentes,,,"Gildardo Gómez, gobernador constitucional del Estado Libre y Soberano de Colima",,,,,,,,,,,,,,,,,1889,,953696006.0,Title from first article of decree text,"Dated: Colima, 10 de Abril de 1889","Signed in type by Gildardo Gómez as governor and Alberto Betancourt as secretario interino, with manuscript rubrics",,,,,A decree by the governor of Colima relating to legal procedures within the state,text,1 sheet ([1] page) , 32 cm,"Colima, publisher not identified",,,,,,,,,,,"Gómez, Gildardo, 1851-1907",,,,,,,,,,
267,b92477732,b9247773,b92477732_1.tif,N65537#160,Object,,,text,,,"Se revalidan al C. Ezequiel Gutierrez Vejar, los estudios preparativos y de jurisprudencia que hizo en la ciudad de Guadalajara",,,Proprietarios de fincas situadas bajo el portal de teja que existe en la plaza principal de esta ciudad,"Gildardo Gómez, gobernador constitucional del Estado Libre y Soberano de Colima",,,,,,,,,,,,,,,,1889,,953698298.0,Title from opening text of first decree,"Dated: Colima, Marzo 27 de 1889",Signed in type by Gildardo Gómez as governor and Alberto Betancourt as secretario interino,,,,,Broadside with text of two decrees,text,1 sheet ([1] page) , 32 cm,"Colima, publisher not identified",,[Decreto] Núm. 29 -- [Decreto] Núm. 30,,,,,,,,,"Gómez, Gildardo, 1851-1907",,,,,,,,,,
268,b92477872,b9247787,b92477872_1.tif,N65537#161,Object,,,text,,,Se aprueban los pagos hechos por el Ejecutivo del Estado al cuerpo de policía de Manzanillo,,,"Se aprueba el contrato celebrado con fecha 3 de Marzo anterior, por el Ejecutivo del Estado con la Señorita Micaela Ochoa","Gildardo Gómez, gobernador constitucional del Estado Libre y Soberano de Colima",,,,,,,,,,,,,,,,1889,,953699622.0,Title from opening text of first decree,"Dated: Colima, 4 de Abril de 1889",Signed in type by Gildardo Gómez as governor and Alberto Betancourt as secretario interino,,,,,"Broadside with text of two decrees, the first relating to funding the Manzanillo police department, the second relating to contract with a landowner named Micaela Ochoa",text,1 sheet ([1] page) , 32 cm,"Colima, publisher not identified",,[Decreto] Núm. 34 -- [Decreto] Núm. 35,,,,,,,,,"Gómez, Gildardo, 1851-1907",,,,,,,,,,
269,b92477902,b9247790,b92477902_1.tif,N65537#162,Object,,,text,,,Se concede en favor de los poseedores de solares de egidos del pueblo de Tecomán,,,Se aprueban los excesos que resultaron sobre las cantidades asignadas,"Gildardo Gómez, gobernador constitucional del Estado Libre y Soberano de Colima",,,,,,,,,,,,,,,,1890,,953699972.0,Title from opening text of first decree,"Dated: Colima, Octubre 23 de 1890",Signed in type by Gildardo Gómez as governor and Alberto Betancourt as secretario interino,,,,,"Broadside with text of two decrees, the first relates to discounting the value of certain lands in Tecomán, the second concerns expenditures for public works and other state expenses",text,1 sheet ([1] page) , 32 cm,"Colima, publisher not identified",,[Decreto] Numero 129 -- [Decreto] Numero 130,,,,,,,,,"Gómez, Gildardo, 1851-1907",,,,,,,,,,
270,b92478359,b9247835,n,N65537#163,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... No. 84. El soberano Congreso constituyente en sesion de este dia, ha tenido á bien decretar que el Supremo Poder Ejecutivo para dar cartas de ciudadano, use de la fórmula siguente",,,Secretaria de Justicia y Negocios Eclesiasticos. Sesion secular. Circular,Circular,Decreto,,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos,","Mexico, Congreso Constituyente (1823-1824),",,,1823,,953702219.0,Title from first lines of text,Dated at end: México 16 de mayo 1823,"Signed in print by Manuel Arguelles, Gabirel Torres, and José María Sanchez",,,,,Circular transmitting a decree relating to identification documents for Mexican citizens,text,1 sheet ([2] pages) , 30 x 22 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
271,b92478359,b9247835,b92478359_1.tif,N65537#163,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... No. 84. El soberano Congreso constituyente en sesion de este dia, ha tenido á bien decretar que el Supremo Poder Ejecutivo para dar cartas de ciudadano, use de la fórmula siguente",,,Secretaria de Justicia y Negocios Eclesiasticos. Sesion secular. Circular,Circular,Decreto,,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos,","Mexico, Congreso Constituyente (1823-1824),",,,1823,,953702219.0,Title from first lines of text,Dated at end: México 16 de mayo 1823,"Signed in print by Manuel Arguelles, Gabirel Torres, and José María Sanchez",,,,,Circular transmitting a decree relating to identification documents for Mexican citizens,text,1 sheet ([2] pages) , 30 x 22 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
